Frame;TimeStamp;LogTime;HeadPositionX;HeadPositionY;HeadPositionZ;HeadDirectionX;HeadDirectionY;HeadDirectionZ;GazeStatus;CombinedGazeForwardX;CombinedGazeForwardY;CombinedGazeForwardZ;CombinedGazePositionX;CombinedGazePositionY;CombinedGazePositionZ;InterPupillaryDistanceInMM;LeftEyeStatus;LeftGazeDirectionX;LeftGazeDirectionY;LeftGazeDirectionZ;LeftEyePositionX;LeftEyePositionY;LeftEyePositionZ;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;LeftEyeOpenness;RightEyeStatus;RightGazeDirectionX;RightGazeDirectionY;RightGazeDirectionZ;RightEyePositionX;RightEyePositionY;RightEyePositionZ;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;RightEyeOpenness;FocusDistance;FocusStability;Condition;Scene;Task;GazedObject;ClickedObject;QuizAnswer;ChatBot
2148327;1000147229067;6,387878E+13;0,3806915;2,618184;-0,02210139;0,03809305;-0,003590203;-0,003005792;VALID;0,03987338;0,1195428;0,9920281;0;0;0;62,725;VALID;0,04876458;0,1194956;0,9916365;-0,0311216;0;0;0,389302;4,994064;12,82825;1;VALID;0,03172164;0,1195777;0,9923179;0,0311216;0;0;0,3920343;5,049911;12,8813;1;2;0,8870281;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2148333;1000147229097;6,387878E+13;0,3813051;2,617608;-0,02404819;0,03841624;-0,003736602;-0,002941458;VALID;0,0397419;0,1193394;0,9920578;0;0;0;62,725;VALID;0,04774425;0,1192975;0,9917099;-0,0311216;0;0;0,3940363;5,054797;12,82825;1;VALID;0,03215842;0,119372;0,9923286;0,0311216;0;0;0,3963786;5,105871;12,8813;1;2;0,8443851;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2148340;1000147229132;6,387878E+13;0,3818952;2,617527;-0,02464587;0,03876731;-0,003373209;-0,002882337;VALID;0,03899237;0,1198765;0,9920228;0;0;0;62,725;VALID;0,04475857;0,1198475;0,9917828;-0,0311216;0;0;0,397975;5,105324;12,82825;1;VALID;0,03230043;0,1199051;0,9922597;0,0311216;0;0;0,4004387;5,15817;12,8813;1;2;0,8675232;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2148347;1000147229167;6,387878E+13;0,3824795;2,617179;-0,02592056;0,0386992;-0,003016393;-0,002671376;VALID;0,03869469;0,1197437;0,9920505;0;0;0;62,725;VALID;0,04413464;0,1197167;0,9918266;-0,0311216;0;0;0,4018275;5,154745;12,82825;1;VALID;0,03237802;0,1197706;0,9922735;0,0311216;0;0;0,4041847;5,206424;12,8813;1;2;0,8887359;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2148353;1000147229197;6,387878E+13;0,3825854;2,616833;-0,02711564;0,03862482;-0,002737487;-0,002517984;VALID;0,0355931;0,1176961;0,9924116;0;0;0;62,725;VALID;0,04045044;0,1176743;0,992228;-0,0311216;0;0;0,406778;5,218251;12,82825;1;VALID;0,03030328;0,1177166;0,9925848;0,0311216;0;0;0,4070691;5,243578;12,8813;1;2;0,6804402;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2148360;1000147229232;6,387878E+13;0,3827129;2,616604;-0,02821211;0,03880302;-0,002899623;-0,002258492;VALID;0,0269227;0,1147403;0,9930306;0;0;0;62,725;VALID;0,03122191;0,114726;0,9929064;-0,0311216;0;0;0,408277;5,23748;12,82825;1;VALID;0,02268763;0,1147524;0,993135;0,0311216;0;0;0,4094397;5,274114;12,8813;1;2;0,7145405;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2148367;1000147229267;6,387878E+13;0,3827286;2,616541;-0,02822705;0,03892219;-0,002981518;-0,002412886;VALID;0,02204322;0,1125531;0,9934012;0;0;0;62,725;VALID;0,02673268;0,1125402;0,9932875;-0,0311216;0;0;0,4093238;5,250909;12,82825;1;VALID;0,01746558;0,1125633;0,9934911;0,0311216;0;0;0,4113516;5,298742;12,8813;1;2;0,7741872;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2148374;1000147229302;6,387878E+13;0,3826017;2,616355;-0,02874105;0,03900412;-0,002720385;-0,002382897;VALID;0,0196559;0,1111749;0,9936064;0;0;0;62,725;VALID;0,02463594;0,1111627;0,9934968;-0,0311216;0;0;0,4099289;5,258672;12,82825;1;VALID;0,01473121;0,1111843;0,9936906;0,0311216;0;0;0,4120339;5,307531;12,8813;1;2;1;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2148380;1000147229332;6,387878E+13;0,3827663;2,616323;-0,02970156;0,03888337;-0,002132206;-0,002124598;VALID;0,01844547;0,1102588;0,9937317;0;0;0;62,725;VALID;0,02338287;0,1102474;0,9936291;-0,0311216;0;0;0,4094594;5,252649;12,82825;1;VALID;0,01353952;0,1102674;0,9938098;0,0311216;0;0;0,4119791;5,306825;12,8813;1;2;1;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2148388;1000147229372;6,387878E+13;0,383061;2,61621;-0,03078634;0,03889685;-0,002137929;-0,001897768;VALID;0,01775506;0,1095709;0,9938204;0;0;0;62,725;VALID;0,02244963;0,1095606;0,9937266;-0,0311216;0;0;0,4023115;5,160954;12,82825;1;VALID;0,01306417;0,1095788;0,9938923;0,0311216;0;0;0,4088881;5,26701;12,8813;1;2;1;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
