Frame;TimeStamp;LogTime;HeadPositionX;HeadPositionY;HeadPositionZ;HeadDirectionX;HeadDirectionY;HeadDirectionZ;GazeStatus;CombinedGazeForwardX;CombinedGazeForwardY;CombinedGazeForwardZ;CombinedGazePositionX;CombinedGazePositionY;CombinedGazePositionZ;InterPupillaryDistanceInMM;LeftEyeStatus;LeftGazeDirectionX;LeftGazeDirectionY;LeftGazeDirectionZ;LeftEyePositionX;LeftEyePositionY;LeftEyePositionZ;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;LeftEyeOpenness;RightEyeStatus;RightGazeDirectionX;RightGazeDirectionY;RightGazeDirectionZ;RightEyePositionX;RightEyePositionY;RightEyePositionZ;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;RightEyeOpenness;FocusDistance;FocusStability;Condition;Scene;Task;GazedObject;ClickedObject;QuizAnswer;ChatBot
1843432;1000145704037;6,387878E+13;0,3613642;2,624148;0,007741429;0,1586446;-0,07420775;0,01862529;VALID;0,07671059;0,07287595;0,9943866;0;0;0;62,3;VALID;0,09543481;0,07275771;0,9927731;-0,0311216;0;0;0,4513242;5,756097;12,7538;0,999998;VALID;0,05807436;0,07296797;0,995642;0,0311216;0;0;0,4439991;5,699023;12,83566;0,9999972;2;0,302824;Unknown;Unknown;Board;Wall;Unknown;Unknown;Unknown
1843441;1000145704082;6,387878E+13;0,3664549;2,621909;-0,003908804;0,1541287;-0,07004265;0,01755037;VALID;0,08476964;0,07984511;0,9931963;0;0;0;62,3;VALID;0,1047044;0,07969308;0,9913052;-0,0311216;0;0;0,4529029;5,776232;12,7538;0,9999985;VALID;0,06475101;0,07996538;0,9946923;0,0311216;0;0;0,4446054;5,706805;12,83566;0,9999979;2;0,7781681;Unknown;Unknown;Board;Wall;Unknown;Unknown;Unknown
1843444;1000145704097;6,387878E+13;0,3669201;2,621598;-0,004574279;0,1540244;-0,06981869;0,01743651;VALID;0,0857184;0,08098996;0,9930221;0;0;0;62,3;VALID;0,1054155;0,08083623;0,9911373;-0,0311216;0;0;0,4536062;5,785202;12,7538;0,9999986;VALID;0,06592836;0,0811123;0,9945221;0,0311216;0;0;0,4450088;5,711983;12,83566;0,999998;2;0,9523811;Unknown;Unknown;Board;Wall;Unknown;Unknown;Unknown
1843446;1000145704107;6,387878E+13;0,3670022;2,621591;-0,004515262;0,153905;-0,06982256;0,01728391;VALID;0,08625849;0,08154239;0,9929302;0;0;0;62,3;VALID;0,105796;0,08138811;0,9910516;-0,0311216;0;0;0,4539564;5,789668;12,7538;0,9999987;VALID;0,06662818;0,08166558;0,9944302;0,0311216;0;0;0,4454841;5,718084;12,83566;0,9999982;2;0,9765515;Unknown;Unknown;Board;Wall;Unknown;Unknown;Unknown
1843448;1000145704117;6,387878E+13;0,3669345;2,621675;-0,003796906;0,153961;-0,06967463;0,01720444;VALID;0,08672244;0,08211073;0,9928429;0;0;0;62,3;VALID;0,1060898;0,08195611;0,9909734;-0,0311216;0;0;0,4543332;5,794473;12,7538;0,9999987;VALID;0,06726668;0,08223457;0,9943403;0,0311216;0;0;0,4460711;5,725619;12,83566;0,9999983;2;0,9998086;Unknown;Unknown;Board;Wall;Unknown;Unknown;Unknown
1843450;1000145704127;6,387878E+13;0,3670205;2,621666;-0,003752736;0,1539079;-0,06956397;0,01710693;VALID;0,08714943;0,08279867;0,9927484;0;0;0;62,3;VALID;0,1063784;0,08264329;0,9908853;-0,0311216;0;0;0,4547507;5,799798;12,7538;0,9999989;VALID;0,06783683;0,08292344;0,9942444;0,0311216;0;0;0,4465027;5,731158;12,83566;0,9999984;2;1;Unknown;Unknown;Board;Wall;Unknown;Unknown;Unknown
1843453;1000145704142;6,387878E+13;0,3671093;2,621662;-0,003713198;0,153928;-0,06942992;0,01704235;VALID;0,08774929;0,08369179;0,9926206;0;0;0;62,3;VALID;0,1068453;0,08353493;0,9907603;-0,0311216;0;0;0,4557219;5,812184;12,7538;0,9999989;VALID;0,06857201;0,08381812;0,9941189;0,0311216;0;0;0,4470999;5,738823;12,83566;0,9999985;2;1;Unknown;Unknown;Board;Wall;Unknown;Unknown;Unknown
1843455;1000145704152;6,387878E+13;0,3671807;2,621659;-0,003677811;0,1539354;-0,06926277;0,0169378;VALID;0,08819345;0,08418329;0,9925397;0;0;0;62,3;VALID;0,1073106;0,08402459;0,9906686;-0,0311216;0;0;0,456352;5,820221;12,7538;0,999999;VALID;0,06898764;0,08431125;0,9940485;0,0311216;0;0;0,4475501;5,744602;12,83566;0,9999986;2;1;Unknown;Unknown;Board;Wall;Unknown;Unknown;Unknown
1843457;1000145704162;6,387878E+13;0,3672751;2,621659;-0,003651312;0,1538966;-0,06924637;0,01678778;VALID;0,08854315;0,08463651;0,99247;0;0;0;62,3;VALID;0,1076708;0,08447628;0,9905911;-0,0311216;0;0;0,4567716;5,825573;12,7538;0,999999;VALID;0,0693226;0,08476584;0,9939865;0,0311216;0;0;0,4480657;5,751221;12,83566;0,9999987;2;1;Unknown;Unknown;Board;Wall;Unknown;Unknown;Unknown
1843459;1000145704172;6,387878E+13;0,3666068;2,622158;-0,001375499;0,1537876;-0,06929835;0,01668437;VALID;0,08900159;0,08488075;0,9924082;0;0;0;62,3;VALID;0,1082066;0,08471857;0,990512;-0,0311216;0;0;0,4570689;5,829365;12,7538;0,9999991;VALID;0,06969796;0,0850117;0,9939392;0,0311216;0;0;0,4485758;5,757768;12,83566;0,9999987;2;1;Unknown;Unknown;Board;Wall;Unknown;Unknown;Unknown
