Frame;TimeStamp;LogTime;HeadPositionX;HeadPositionY;HeadPositionZ;HeadDirectionX;HeadDirectionY;HeadDirectionZ;GazeStatus;CombinedGazeForwardX;CombinedGazeForwardY;CombinedGazeForwardZ;CombinedGazePositionX;CombinedGazePositionY;CombinedGazePositionZ;InterPupillaryDistanceInMM;LeftEyeStatus;LeftGazeDirectionX;LeftGazeDirectionY;LeftGazeDirectionZ;LeftEyePositionX;LeftEyePositionY;LeftEyePositionZ;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;LeftEyeOpenness;RightEyeStatus;RightGazeDirectionX;RightGazeDirectionY;RightGazeDirectionZ;RightEyePositionX;RightEyePositionY;RightEyePositionZ;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;RightEyeOpenness;FocusDistance;FocusStability;Condition;Scene;Task;GazedObject;ClickedObject;QuizAnswer;ChatBot
2136029;1000147167555;6,387878E+13;0,2520264;2,261224;0,1301152;0,03117906;-0,009363053;0,0005661786;VALID;0,02266012;0,1361844;0,9904243;0;0;0;62,5;VALID;0,04917898;0,1360545;0,98948;-0,0311216;0;0;0;4,17075;0;0,9999974;VALID;-0,004025309;0,1362182;0,9906707;0,0311216;0;0;0;4,248329;0;0,9997692;1,16888;0,4599076;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2136032;1000147167570;6,387878E+13;0,2520264;2,261224;0,1301152;0,03088294;-0,009215524;0,0006926577;VALID;0,02244911;0,1369973;0,990317;0;0;0;62,5;VALID;0,04903388;0,136867;0,9893751;-0,0311216;0;0;0;4,142198;0;0,9999976;VALID;-0,00429024;0,1370306;0,9905576;0,0311216;0;0;0;4,230736;0;0,9997901;1,166262;0,465113;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2136034;1000147167580;6,387878E+13;0,2520264;2,261224;0,1301152;0,03074563;-0,009099673;0,0007700234;VALID;0,0223431;0,1375989;0,990236;0;0;0;62,5;VALID;0,04902234;0,1374678;0,9892924;-0,0311216;0;0;0;4,11722;0;0,9999977;VALID;-0,004500024;0,1376319;0,9904732;0,0311216;0;0;0;4,220147;0;0,999803;1,161945;0,4704677;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2136037;1000147167595;6,387878E+13;0,2520264;2,261224;0,1301152;0,03072848;-0,008845374;0,0009264641;VALID;0,02253053;0,1386308;0,9900878;0;0;0;62,5;VALID;0,04945154;0,1384964;0,9891275;-0,0311216;0;0;0;4,102157;0;0,9999979;VALID;-0,004722225;0,1386645;0,9903281;0,0311216;0;0;0;4,193338;0;0,9998208;1,147958;0,5205599;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2136039;1000147167605;6,387878E+13;0,2520264;2,261224;0,1301152;0,03075314;-0,008651557;0,001085814;VALID;0,02249884;0,139293;0,9899956;0;0;0;62,5;VALID;0,04948156;0,1391576;0,9890332;-0,0311216;0;0;0;4,102826;0;0,999998;VALID;-0,004833526;0,1393267;0,9902347;0,0311216;0;0;0;4,174592;0;0,9998318;1,144971;0,6149194;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2136041;1000147167615;6,387878E+13;0,2520264;2,261224;0,1301152;0,03063813;-0,008441022;0,001214886;VALID;0,02258901;0,1401348;0,9898747;0;0;0;62,5;VALID;0,04976887;0,1399968;0,9889004;-0,0311216;0;0;0;4,101833;0;0,9999982;VALID;-0,005029384;0,1401687;0,9901149;0,0311216;0;0;0;4,158742;0;0,999842;1,134866;0,6568753;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2136044;1000147167630;6,387878E+13;0,2520264;2,261224;0,1301152;0,0304292;-0,008236061;0,001312378;VALID;0,0226155;0,1408941;0,9897664;0;0;0;62,5;VALID;0,05021439;0,1407523;0,9887706;-0,0311216;0;0;0;4,085643;0;0,9999983;VALID;-0,005474704;0,140928;0,9900047;0,0311216;0;0;0;4,137199;0;0,9998563;1,116698;0,6301315;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2136046;1000147167640;6,387878E+13;0,2520264;2,261224;0,1301152;0,03024411;-0,007962419;0,001491983;VALID;0,02258907;0,1411055;0,9897368;0;0;0;62,5;VALID;0,0504466;0,1409618;0,9887289;-0,0311216;0;0;0;4,060315;0;0,9999985;VALID;-0,005783242;0,1411392;0,9899729;0,0311216;0;0;0;4,114228;0;0,9998651;1,105952;0,5656519;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2136048;1000147167650;6,387878E+13;0,2520264;2,261224;0,1301152;0,03003635;-0,007703001;0,001655923;VALID;0,02261028;0,1411128;0,9897353;0;0;0;62,5;VALID;0,05065991;0,1409676;0,9887172;-0,0311216;0;0;0;4,043042;0;0,9999985;VALID;-0,005907608;0,1411464;0,9899711;0,0311216;0;0;0;4,099248;0;0,9998732;1,099343;0,5465679;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2136051;1000147167665;6,387878E+13;0,2520264;2,261224;0,1301152;0,0297617;-0,007379457;0,001859014;VALID;0,02238133;0,141399;0,9896997;0;0;0;62,5;VALID;0,05022553;0,141256;0,9886982;-0,0311216;0;0;0;4,041353;0;0,9999986;VALID;-0,00587736;0,141432;0,9899305;0,0311216;0;0;0;4,081316;0;0,9998846;1,108465;0,5845218;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2136053;1000147167675;6,387878E+13;0,2520264;2,261224;0,1301152;0,02948784;-0,007026151;0,002031571;VALID;0,02228231;0,1410984;0,9897448;0;0;0;62,5;VALID;0,05007527;0,1409563;0,9887486;-0,0311216;0;0;0;4,023228;0;0,9999987;VALID;-0,005839463;0,141131;0,9899737;0,0311216;0;0;0;4,061041;0;0,9998916;1,112201;0,5211139;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2136055;1000147167685;6,387878E+13;0,2520264;2,261224;0,1301152;0,02925707;-0,006639808;0,002227815;VALID;0,02212675;0,1411758;0,9897372;0;0;0;62,5;VALID;0,04982346;0,141035;0,9887501;-0,0311216;0;0;0;4,024747;0;0,9999988;VALID;-0,005823193;0,141208;0,9899628;0,0311216;0;0;0;4,053939;0;0,9998982;1,117569;0,5496172;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2136058;1000147167700;6,387878E+13;0,2520264;2,261224;0,1301152;0,02905967;-0,006326103;0,002323764;VALID;0,02196663;0,1408158;0,9897921;0;0;0;62,5;VALID;0,04967188;0,1406759;0,9888089;-0,0311216;0;0;0;3,995362;0;0,9999989;VALID;-0,00597435;0,1408473;0,9900133;0,0311216;0;0;0;4,048233;0;0,9999073;1,117584;0,522213;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2136060;1000147167710;6,387878E+13;0,2520264;2,261224;0,1301152;0,0289857;-0,006001016;0,002247029;VALID;0,02178995;0,1409431;0,9897779;0;0;0;62,5;VALID;0,04962558;0,1408029;0,9887931;-0,0311216;0;0;0;4,013798;0;0,999999;VALID;-0,006287314;0,1409738;0,9899933;0,0311216;0;0;0;4,045401;0;0,9999129;1,112259;0,4298384;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2136062;1000147167720;6,387878E+13;0,2520264;2,261224;0,1301152;0,02906411;-0,005668462;0,002069326;VALID;0,02141597;0,1409593;0,9897837;0;0;0;62,5;VALID;0,04937954;0,1408197;0,988803;-0,0311216;0;0;0;4,005346;0;0,999999;VALID;-0,006778868;0,1409884;0,989988;0,0311216;0;0;0;4,043159;0;0,9999182;1,10741;0,4215939;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2136065;1000147167735;6,387878E+13;0,2520264;2,261224;0,1301152;0,02916112;-0,005255924;0,001886925;VALID;0,02116495;0,1408374;0,9898065;0;0;0;62,5;VALID;0,04964837;0,1406953;0,9888073;-0,0311216;0;0;0;4,013852;0;0,9999991;VALID;-0,007849733;0,1408646;0,9899977;0,0311216;0;0;0;4,047435;0;0,9999256;1,081605;0,4363593;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2136067;1000147167745;6,387878E+13;0,2520264;2,261224;0,1301152;0,02928374;-0,004781198;0,001658866;VALID;0,02068672;0,1409671;0,9897981;0;0;0;62,425;VALID;0,04941136;0,140825;0,9888007;-0,0311216;0;0;0;4,025441;0;0,9999992;VALID;-0,008537991;0,1409921;0,9899739;0,0311216;0;0;0;4,053668;0;0,99993;1,073197;0,4987933;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2136070;1000147167760;6,387878E+13;0,2520264;2,261224;0,1301152;0,02931481;-0,004336926;0,001468294;VALID;0,0203234;0,1407221;0,9898405;0;0;0;62,425;VALID;0,04936138;0,1405796;0,9888381;-0,0311216;0;0;0;4,013822;0;0,9999992;VALID;-0,00930056;0,1407451;0,9900022;0,0311216;0;0;0;4,056963;0;0,9999363;1,060166;0,4233256;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2136072;1000147167770;6,387878E+13;0,2520264;2,261224;0,1301152;0,02922742;-0,003712704;0,001248581;VALID;0,01944922;0,140687;0,9898631;0;0;0;62,425;VALID;0,04835135;0,140549;0,9888924;-0,0311216;0;0;0;4,023088;0;0,9999993;VALID;-0,00980045;0,1407068;0,9900028;0,0311216;0;0;0;4,06056;0;0,9999401;1,069507;0,3030232;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2136075;1000147167785;6,387878E+13;0,2520264;2,261224;0,1301152;0,02914742;-0,003192117;0,001141755;VALID;0,01859962;0,1406546;0,989884;0;0;0;62,425;VALID;0,04738228;0,1405209;0,9889433;-0,0311216;0;0;0,3212039;4,051953;12,61489;0,9999993;VALID;-0,01041314;0,1406713;0,9900016;0,0311216;0;0;0,3181857;4,070803;12,7938;0,9999455;1,076139;0,2591771;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2136077;1000147167795;6,387878E+13;0,2520264;2,261224;0,1301152;0,02906899;-0,00276409;0,001068754;VALID;0,01819421;0,1404931;0,9899145;0;0;0;62,425;VALID;0,04712608;0,1403602;0,9889783;-0,0311216;0;0;0,322151;4,063901;12,61489;0,9999994;VALID;-0,01096066;0,1405079;0,9900189;0,0311216;0;0;0,319808;4,091558;12,7938;0,9999487;1,070753;0,3068116;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2136080;1000147167810;6,387878E+13;0,2520264;2,261224;0,1301152;0,02891787;-0,00230824;0,0009627558;VALID;0,01720338;0,1403797;0,9899483;0;0;0;62,425;VALID;0,04608557;0,1402513;0,9890428;-0,0311216;0;0;0,3233662;4,07923;12,61489;0,9999995;VALID;-0,0118155;0,1403907;0,9900257;0,0311216;0;0;0,3209005;4,105536;12,7938;0,9999533;1,074226;0,4089822;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2136082;1000147167820;6,387878E+13;0,2520264;2,261224;0,1301152;0,0287667;-0,001944737;0,0008563458;VALID;0,0155428;0,1395822;0,9900885;0;0;0;62,425;VALID;0,04417854;0,1394628;0,9892413;-0,0311216;0;0;0,3220604;4,062758;12,61489;0,9999995;VALID;-0,013225;0,1395869;0,9901215;0,0311216;0;0;0,3219849;4,119409;12,7938;0,9999561;1,083603;0,3415614;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2136084;1000147167830;6,387878E+13;0,2520264;2,261224;0,1301152;0,02849552;-0,001604057;0,0007811661;VALID;0,01350287;0,1395416;0,9901242;0;0;0;62,425;VALID;0,04110242;0,1394363;0,9893776;-0,0311216;0;0;0,3282637;4,141012;12,61489;0,9999995;VALID;-0,01433272;0,1395399;0,9901127;0,0311216;0;0;0,3269504;4,182937;12,7938;0,9999588;1,122179;0,2488298;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2136087;1000147167845;6,387878E+13;0,2520264;2,261224;0,1301152;0,02824163;-0,001412545;0,0007539315;VALID;0,0115822;0,139632;0,9901357;0;0;0;62,425;VALID;0,03859235;0,1395373;0,9894645;-0,0311216;0;0;0,3298047;4,160452;12,61489;0,9999996;VALID;-0,0156515;0,1396242;0,9900808;0,0311216;0;0;0,3274918;4,189864;12,7938;0,9999624;1,146897;0,217265;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
