Frame;TimeStamp;LogTime;HeadPositionX;HeadPositionY;HeadPositionZ;HeadDirectionX;HeadDirectionY;HeadDirectionZ;GazeStatus;CombinedGazeForwardX;CombinedGazeForwardY;CombinedGazeForwardZ;CombinedGazePositionX;CombinedGazePositionY;CombinedGazePositionZ;InterPupillaryDistanceInMM;LeftEyeStatus;LeftGazeDirectionX;LeftGazeDirectionY;LeftGazeDirectionZ;LeftEyePositionX;LeftEyePositionY;LeftEyePositionZ;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;LeftEyeOpenness;RightEyeStatus;RightGazeDirectionX;RightGazeDirectionY;RightGazeDirectionZ;RightEyePositionX;RightEyePositionY;RightEyePositionZ;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;RightEyeOpenness;FocusDistance;FocusStability;Condition;Scene;Task;GazedObject;ClickedObject;QuizAnswer;ChatBot
1844116;1000145707459;6,387878E+13;0,3620908;2,631035;-0,05558848;0,07805897;0,04795948;0,009735395;VALID;0,04058126;-0,1864637;0,9816234;0;0;0;62,3;VALID;0,06151556;-0,186264;0,980572;-0,0311216;0;0;0,4378247;5,583928;12,7538;0,9047943;VALID;0,01960159;-0,1865816;0,9822439;0,0311216;0;0;0,4418184;5,671032;12,83566;0,8547445;2;0,7045084;Unknown;Unknown;Board;Wall;Unknown;Unknown;Unknown
1844119;1000145707474;6,387878E+13;0,361525;2,629375;-0,05452976;0,07942335;0,04608677;0,00967872;VALID;0,04399413;-0,185243;0,9817075;0;0;0;62,3;VALID;0,06483631;-0,1850324;0,9805913;-0,0311216;0;0;0,4378554;5,58432;12,7538;0,9041903;VALID;0,02309565;-0,1853731;0,9823968;0,0311216;0;0;0,4417047;5,669573;12,83566;0,854472;2;0,6740977;Unknown;Unknown;Board;Wall;Unknown;Unknown;Unknown
1844123;1000145707494;6,387878E+13;0,3610277;2,629866;-0,05535836;0,07985879;0,04344716;0,00993842;VALID;0,04635742;-0,1845162;0,9817356;0;0;0;62,3;VALID;0,0662536;-0,1843089;0,9806328;-0,0311216;0;0;0,437847;5,584211;12,7538;0,9028588;VALID;0,02644032;-0,1846502;0,9824486;0,0311216;0;0;0,441907;5,67217;12,83566;0,8539054;2;0,662029;Unknown;Unknown;Board;Wall;Unknown;Unknown;Unknown
1844125;1000145707504;6,387878E+13;0,3606178;2,629719;-0,05536016;0,0799406;0,04192024;0,0100305;VALID;0,04722467;-0,1842226;0,9817494;0;0;0;62,3;VALID;0,06729389;-0,1840103;0,9806181;-0,0311216;0;0;0,4378497;5,584247;12,7538;0,9020131;VALID;0,02711728;-0,1843605;0,9824845;0,0311216;0;0;0,4423448;5,677789;12,83566;0,8536095;2;0,6807811;Unknown;Unknown;Board;Wall;Unknown;Unknown;Unknown
1844127;1000145707514;6,387878E+13;0,3602023;2,629545;-0,05536751;0,08005824;0,04049139;0,01021185;VALID;0,04809511;-0,1841022;0,9817297;0;0;0;62,3;VALID;0,06826303;-0,1838856;0,9805744;-0,0311216;0;0;0,4378577;5,584349;12,7538;0,9013206;VALID;0,0278823;-0,1842439;0,982485;0,0311216;0;0;0,4426086;5,681175;12,83566;0,8532265;2;0,6923429;Unknown;Unknown;Board;Wall;Unknown;Unknown;Unknown
1844129;1000145707524;6,387878E+13;0,359823;2,62937;-0,05534102;0,08029465;0,03897493;0,01049112;VALID;0,04909139;-0,1838679;0,9817243;0;0;0;62,3;VALID;0,06937344;-0,1836464;0,9805413;-0,0311216;0;0;0,4378354;5,584064;12,7538;0,900574;VALID;0,0287627;-0,1840137;0,9825028;0,0311216;0;0;0,442787;5,683465;12,83566;0,8528537;2;0,6943998;Unknown;Unknown;Board;Wall;Unknown;Unknown;Unknown
1844132;1000145707539;6,387878E+13;0,3593854;2,629162;-0,05532591;0,08084901;0,03756967;0,01068371;VALID;0,04961565;-0,1830178;0,9818568;0;0;0;62,3;VALID;0,07080381;-0,1827836;0,9806003;-0,0311216;0;0;0,4377567;5,583061;12,7538;0,8995252;VALID;0,02846683;-0,1831692;0,9826692;0,0311216;0;0;0,4432348;5,689212;12,83566;0,8521641;2;0,6298894;Unknown;Unknown;Board;Wall;Unknown;Unknown;Unknown
1844134;1000145707549;6,387878E+13;0,3584966;2,629166;-0,05273505;0,08140947;0,03598005;0,01088692;VALID;0,04993862;-0,1823335;0,9819677;0;0;0;62,3;VALID;0,07205295;-0,1820868;0,980639;-0,0311216;0;0;0,4377574;5,583069;12,7538;0,8987713;VALID;0,02803639;-0,1824895;0,982808;0,0311216;0;0;0,443376;5,691026;12,83566;0,8518094;2;0,6301473;Unknown;Unknown;Board;Wall;Unknown;Unknown;Unknown
1844136;1000145707559;6,387878E+13;0,3581072;2,628913;-0,05267384;0,08192362;0,03441877;0,01121639;VALID;0,05040206;-0,1814565;0,9821065;0;0;0;62,3;VALID;0,07299577;-0,1812028;0,980733;-0,0311216;0;0;0,4377969;5,583572;12,7538;0,8983604;VALID;0,0280901;-0,1816158;0,9829683;0,0311216;0;0;0,4433546;5,690751;12,83566;0,851586;2;0,5702685;Unknown;Unknown;Board;Wall;Unknown;Unknown;Unknown
1844138;1000145707569;6,387878E+13;0,3568963;2,629866;-0,0488244;0,08262056;0,03289271;0,01146574;VALID;0,05088674;-0,1805681;0,9822452;0;0;0;62,3;VALID;0,07392869;-0,1803076;0,980828;-0,0311216;0;0;0,4378124;5,583771;12,7538;0,8979936;VALID;0,02820717;-0,1807304;0,9831281;0,0311216;0;0;0,4434014;5,691351;12,83566;0,8513279;2;0,5752695;Unknown;Unknown;Board;Wall;Unknown;Unknown;Unknown
