Frame;TimeStamp;LogTime;HeadPositionX;HeadPositionY;HeadPositionZ;HeadDirectionX;HeadDirectionY;HeadDirectionZ;GazeStatus;CombinedGazeForwardX;CombinedGazeForwardY;CombinedGazeForwardZ;CombinedGazePositionX;CombinedGazePositionY;CombinedGazePositionZ;InterPupillaryDistanceInMM;LeftEyeStatus;LeftGazeDirectionX;LeftGazeDirectionY;LeftGazeDirectionZ;LeftEyePositionX;LeftEyePositionY;LeftEyePositionZ;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;LeftEyeOpenness;RightEyeStatus;RightGazeDirectionX;RightGazeDirectionY;RightGazeDirectionZ;RightEyePositionX;RightEyePositionY;RightEyePositionZ;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;RightEyeOpenness;FocusDistance;FocusStability;Condition;Scene;Task;GazedObject;ClickedObject;QuizAnswer;ChatBot
2117147;1000147073111;6,387878E+13;0,4416395;2,610014;0,0237218;0,07461619;0,248587;-0,006780851;VALID;-0,09966765;0,1104888;0,9888673;0;0;0;61,95;VALID;-0,09308405;0,1105596;0,9895008;-0,0311216;0;0;0,3793875;4,953087;13,05548;0,858541;VALID;-0,1063529;0,1104119;0,9881793;0,0311216;0;0;0,3922703;5,168767;13,17654;0,8109548;2;0;Unknown;Unknown;Board;Table;Unknown;Unknown;Unknown
2117154;1000147073146;6,387878E+13;0,4465661;2,612105;0,02253221;0,07414037;0,2418149;-0,009902006;VALID;-0,09100404;0,1157287;0,9891032;0;0;0;61,95;VALID;-0,08532874;0,1157871;0,9896021;-0,0311216;0;0;0,3750705;4,896726;13,05548;0,8908808;VALID;-0,09675833;0,1156657;0,9885643;0,0311216;0;0;0,3863401;5,090627;13,17654;0,8472468;2;0,01861511;Unknown;Unknown;Board;Table;Unknown;Unknown;Unknown
2117160;1000147073176;6,387878E+13;0,4458198;2,612675;0,02314873;0,07346447;0,2375823;-0,01110379;VALID;-0,07742967;0,1172305;0,9900817;0;0;0;61,95;VALID;-0,0726752;0,1172725;0,990437;-0,0311216;0;0;0,3731866;4,872131;13,05548;0,9026988;VALID;-0,08212194;0,1171863;0,9897087;0,0311216;0;0;0,3840959;5,061057;13,17654;0,8686189;2;0,1148408;Unknown;Unknown;Board;Table;Unknown;Unknown;Unknown
2117167;1000147073211;6,387878E+13;0,4452943;2,61311;0,02373848;0,07336017;0,2356926;-0,01123233;VALID;-0,05704221;0,1155747;0,9916596;0;0;0;61,95;VALID;-0,05200275;0,1156065;0,9919329;-0,0311216;0;0;0,3710238;4,843895;13,05548;0,907747;VALID;-0,06204363;0,1155401;0,9913632;0,0311216;0;0;0,3840335;5,060234;13,17654;0,8857384;2;0,4499089;Unknown;Unknown;Board;Table;Unknown;Unknown;Unknown
2117174;1000147073246;6,387878E+13;0,4449117;2,613473;0,02445254;0,07239554;0,2341256;-0,01085765;VALID;-0,04272955;0,1143675;0,9925191;0;0;0;61,95;VALID;-0,03679101;0,1143946;0,9927539;-0,0311216;0;0;0,3711266;4,845238;13,05548;0,8957191;VALID;-0,04864423;0,1143365;0,9922504;0,0311216;0;0;0,3826576;5,042104;13,17654;0,8925639;2;0,5577389;Unknown;Unknown;Board;Table;Unknown;Unknown;Unknown
2117180;1000147073276;6,387878E+13;0,4446934;2,613821;0,0248893;0,07239338;0,2337692;-0,01132714;VALID;-0,1095186;0,1189762;0,9868386;0;0;0;61,95;VALID;-0,1059194;0,1190229;0,9872257;-0,0311216;0;0;0,3779912;4,934858;13,05548;0,9005931;VALID;-0,1131936;0,1189269;0,9864298;0,0311216;0;0;0,3738152;4,925592;13,17654;0,8772007;2;0;Unknown;Unknown;Board;Table;Unknown;Unknown;Unknown
2117187;1000147073311;6,387878E+13;0,4447384;2,613742;0,02545203;0,07249237;0,2344288;-0,0116566;VALID;-0,1726292;0,1309775;0,9762397;0;0;0;61,95;VALID;-0,1631024;0,1311932;0,9778476;-0,0311216;0;0;0,3787607;4,944904;13,05548;0,9124946;VALID;-0,1829637;0,1307292;0,9743891;0,0311216;0;0;0,3770425;4,968117;13,17654;0,8497614;2;0;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2117194;1000147073346;6,387878E+13;0,44468;2,614128;0,02563955;0,07209201;0,2350127;-0,01155602;VALID;-0,1766392;0,1331458;0,9752285;0;0;0;61,95;VALID;-0,1707502;0,1332863;0,9762577;-0,0311216;0;0;0,380594;4,968839;13,05548;0,926276;VALID;-0,1826753;0,1329967;0,9741364;0,0311216;0;0;0,3772763;4,971198;13,17654;0,8402723;2;0;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2117201;1000147073381;6,387878E+13;0,443978;2,614747;0,02572894;0,07132808;0,2363493;-0,01142949;VALID;-0,1760023;0,1330769;0,9753531;0;0;0;61,95;VALID;-0,1724898;0,1331609;0,975969;-0,0311216;0;0;0,3841842;5,01571;13,05548;0,9346614;VALID;-0,1797524;0,1329853;0,9746815;0,0311216;0;0;0,3809571;5,019697;13,17654;0,8367475;2;0,8678542;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
2117207;1000147073411;6,387878E+13;0,4439279;2,615282;0,02551302;0,0698852;0,2374752;-0,01137633;VALID;-0,1768921;0,1324798;0,9752734;0;0;0;61,95;VALID;-0,1746222;0,1325344;0,975675;-0,0311216;0;0;0,3886801;5,074407;13,05548;0,9404624;VALID;-0,1794497;0,1324175;0,9748145;0,0311216;0;0;0,3838561;5,057897;13,17654;0,8354498;2;0,9497041;Unknown;Unknown;Board;Board;Unknown;Unknown;Unknown
