Frame;TimeStamp;LogTime;HeadPositionX;HeadPositionY;HeadPositionZ;HeadDirectionX;HeadDirectionY;HeadDirectionZ;GazeStatus;CombinedGazeForwardX;CombinedGazeForwardY;CombinedGazeForwardZ;CombinedGazePositionX;CombinedGazePositionY;CombinedGazePositionZ;InterPupillaryDistanceInMM;LeftEyeStatus;LeftGazeDirectionX;LeftGazeDirectionY;LeftGazeDirectionZ;LeftEyePositionX;LeftEyePositionY;LeftEyePositionZ;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;LeftEyeOpenness;RightEyeStatus;RightGazeDirectionX;RightGazeDirectionY;RightGazeDirectionZ;RightEyePositionX;RightEyePositionY;RightEyePositionZ;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;RightEyeOpenness;FocusDistance;FocusStability;Condition;Scene;Task;GazedObject;ClickedObject;QuizAnswer;ChatBot
2142476;1000147199802;6,387878E+13;0,3869665;2,611387;0,06930358;0,04745997;0,705719;0,1475791;VALID;0,2495074;0,1224071;0,9606053;0;0;0;62,425;VALID;0,2595818;0,1220719;0,9579748;-0,0311216;0;0;0,4056287;5,116963;12,61489;0,9862811;VALID;0,2396363;0,1227219;0,9630752;0,0311216;0;0;0,4140494;5,297263;12,7938;0,9714201;2;0;Unknown;Unknown;Board;Chair3;Unknown;Unknown;Unknown
2142478;1000147199812;6,387878E+13;0,3873328;2,613759;0,06772214;0,04781082;0,7061701;0,1474357;VALID;0,2264631;0,07511829;0,9711188;0;0;0;62,425;VALID;0,2414526;0,07484011;0,9675224;-0,0311216;0;0;0,4096917;5,168217;12,61489;0,9866468;VALID;0,2115946;0,07537571;0,9744466;0,0311216;0;0;0,4145757;5,303997;12,7938;0,9717472;2;0;Unknown;Unknown;Board;Chair3;Unknown;Unknown;Unknown
2142481;1000147199827;6,387878E+13;0,3873328;2,613759;0,06772214;0,04822341;0,7064075;0,1473829;VALID;0,2026633;0,04414634;0,9782529;0;0;0;62,425;VALID;0,2200833;0,0439765;0,9744893;-0,0311216;0;0;0,4102003;5,174634;12,61489;0,9839618;VALID;0,1851269;0,0443026;0,9817155;0,0311216;0;0;0,4150431;5,309976;12,7938;0,9712194;2;0;Unknown;Unknown;Board;Chair3;Unknown;Unknown;Unknown
2142483;1000147199837;6,387878E+13;0,3873328;2,613759;0,06772214;0,04873384;0,7066702;0,1473292;VALID;0,1918319;0,03456345;0,980819;0;0;0;62,425;VALID;0,2106946;0,03442695;0,9769455;-0,0311216;0;0;0,4101209;5,173632;12,61489;0,9813701;VALID;0,1727293;0,03468817;0,9843583;0,0311216;0;0;0,4151904;5,311861;12,7938;0,9706696;2;0;Unknown;Unknown;Board;Chair3;Unknown;Unknown;Unknown
2142486;1000147199852;6,387878E+13;0,3873328;2,613759;0,06772214;0,04954472;0,7068436;0,1471942;VALID;0,1822105;0,02574723;0,9829224;0;0;0;62,425;VALID;0,1998722;0,02565721;0,979486;-0,0311216;0;0;0,4093482;5,163885;12,61489;0,9783863;VALID;0,1644265;0,02582918;0,9860511;0,0311216;0;0;0,4152424;5,312527;12,7938;0,9693108;2;0;Unknown;Unknown;Board;Chair3;Unknown;Unknown;Unknown
2142488;1000147199862;6,387878E+13;0,3873328;2,613759;0,06772214;0,05072319;0,7069058;0,1468773;VALID;0,1799271;0,02216359;0,9834302;0;0;0;62,425;VALID;0,1967589;0,02209086;0,980203;-0,0311216;0;0;0,4092399;5,162518;12,61489;0,976935;VALID;0,1629822;0,02223003;0,9863786;0,0311216;0;0;0,4152905;5,313142;12,7938;0,9685547;2;0;Unknown;Unknown;Board;Chair3;Unknown;Unknown;Unknown
2142491;1000147199877;6,387878E+13;0,3873328;2,613759;0,06772214;0,05260633;0,7066988;0,1463685;VALID;0,1785471;0,02006089;0,9837269;0;0;0;62,425;VALID;0,1941113;0,02000071;0,9807756;-0,0311216;0;0;0,4111606;5,186748;12,61489;0,9743383;VALID;0,1628592;0,02011631;0,9864442;0,0311216;0;0;0,4154347;5,314986;12,7938;0,9674237;2;0;Unknown;Unknown;Board;Chair3;Unknown;Unknown;Unknown
2142493;1000147199887;6,387878E+13;0,3873328;2,613759;0,06772214;0,05456125;0,7063966;0,1456418;VALID;0,1772242;0,01918283;0,9839835;0;0;0;62,425;VALID;0,1929496;0,01912511;0,9810222;-0,0311216;0;0;0,4110849;5,185792;12,61489;0,9727228;VALID;0,1613709;0,01923592;0,9867063;0,0311216;0;0;0,4159047;5,321;12,7938;0,9666463;2;0;Unknown;Unknown;Board;Chair3;Unknown;Unknown;Unknown
2142496;1000147199902;6,387878E+13;0,3873328;2,613759;0,06772214;0,05665002;0,7060226;0,1447133;VALID;0,1733747;0,01965654;0,9846597;0;0;0;62,425;VALID;0,1866162;0,01960817;0,9822372;-0,0311216;0;0;0,4113788;5,1895;12,61489;0,9699143;VALID;0,1598916;0,01970201;0,9869379;0,0311216;0;0;0,4169967;5,33497;12,7938;0,9654987;2;0,309441;Unknown;Unknown;Board;Chair3;Unknown;Unknown;Unknown
2142498;1000147199912;6,387878E+13;0,3873328;2,613759;0,06772214;0,05973811;0,7054706;0,1431194;VALID;0,1726732;0,02059706;0,9847638;0;0;0;62,425;VALID;0,1852887;0,02054906;0,9824693;-0,0311216;0;0;0,419548;5,292554;12,61489;0,9674755;VALID;0,159811;0,0206424;0,9869318;0,0311216;0;0;0,4178231;5,345544;12,7938;0,9648419;2;0,4509682;Unknown;Unknown;Board;Chair3;Unknown;Unknown;Unknown
