Frame;TimeStamp;LogTime;HeadPositionX;HeadPositionY;HeadPositionZ;HeadDirectionX;HeadDirectionY;HeadDirectionZ;GazeStatus;CombinedGazeForwardX;CombinedGazeForwardY;CombinedGazeForwardZ;CombinedGazePositionX;CombinedGazePositionY;CombinedGazePositionZ;InterPupillaryDistanceInMM;LeftEyeStatus;LeftGazeDirectionX;LeftGazeDirectionY;LeftGazeDirectionZ;LeftEyePositionX;LeftEyePositionY;LeftEyePositionZ;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;LeftEyeOpenness;RightEyeStatus;RightGazeDirectionX;RightGazeDirectionY;RightGazeDirectionZ;RightEyePositionX;RightEyePositionY;RightEyePositionZ;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;RightEyeOpenness;FocusDistance;FocusStability;Condition;Scene;Task;GazedObject;ClickedObject;QuizAnswer;ChatBot
638161;1000528758171;63866408044416;0,122;1,201;0,628;0,159;-0,568;-0,103;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638181;1000528758271;63866408044416;0,122;1,201;0,628;0,159;-0,568;-0,103;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638201;1000528758371;63866408044416;0,122;1,201;0,628;0,159;-0,568;-0,103;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638221;1000528758471;63866408044416;0,122;1,201;0,628;0,159;-0,568;-0,103;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638261;1000528758671;63866408044949;0,115;1,218;0,597;0,282;-0,682;-0,139;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638281;1000528758771;63866408044949;0,115;1,218;0,597;0,282;-0,682;-0,139;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638301;1000528758871;63866408044949;0,115;1,218;0,597;0,282;-0,682;-0,139;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638321;1000528758971;63866408044949;0,115;1,218;0,597;0,282;-0,682;-0,139;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638341;1000528759071;63866408044949;0,115;1,218;0,597;0,282;-0,682;-0,139;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638361;1000528759171;63866408045019;0,143;1,246;0,545;-0,478;0,730;-0,009;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638381;1000528759271;63866408045124;0,153;1,259;0,533;-0,480;0,727;-0,030;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638401;1000528759371;63866408045225;0,159;1,278;0,520;-0,481;0,722;-0,050;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638421;1000528759472;63866408045325;0,166;1,292;0,507;-0,501;0,704;-0,077;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638441;1000528759572;63866408045426;0,170;1,303;0,490;-0,543;0,674;-0,090;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638461;1000528759672;63866408045527;0,161;1,328;0,470;-0,578;0,647;-0,115;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638481;1000528759772;63866408045627;0,151;1,363;0,446;0,616;-0,603;0,157;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638501;1000528759872;63866408045717;0,144;1,396;0,428;0,625;-0,578;0,198;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638521;1000528759972;63866408045817;0,135;1,422;0,417;0,625;-0,556;0,207;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638541;1000528760072;63866408045918;0,127;1,440;0,410;0,607;-0,548;0,195;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638561;1000528760172;63866408046017;0,129;1,458;0,399;0,582;-0,538;0,183;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638581;1000528760272;63866408046118;0,130;1,466;0,388;0,545;-0,528;0,167;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638601;1000528760372;63866408046218;0,124;1,480;0,391;0,543;-0,514;0,159;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638621;1000528760472;63866408046318;0,117;1,499;0,400;0,544;-0,510;0,169;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638641;1000528760572;63866408046418;0,103;1,514;0,405;0,501;-0,495;0,148;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638661;1000528760672;63866408046519;0,091;1,520;0,406;0,414;-0,477;0,093;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638681;1000528760772;63866408046619;0,095;1,525;0,401;0,299;-0,466;0,056;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638701;1000528760872;63866408046719;0,101;1,528;0,393;0,246;-0,463;0,054;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638721;1000528760972;63866408046819;0,109;1,527;0,382;0,224;-0,453;0,077;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638741;1000528761072;63866408046919;0,120;1,525;0,372;0,188;-0,440;0,067;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638761;1000528761172;63866408047019;0,131;1,516;0,356;0,198;-0,438;0,089;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638781;1000528761272;63866408047119;0,143;1,505;0,337;0,226;-0,456;0,128;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638801;1000528761372;63866408047219;0,153;1,513;0,335;0,198;-0,442;0,108;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638802;1000528761378;63866408047231;0,154;1,514;0,334;0,196;-0,441;0,107;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638803;1000528761383;63866408047231;0,154;1,514;0,334;0,196;-0,441;0,107;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638804;1000528761388;63866408047242;0,155;1,515;0,334;0,195;-0,440;0,106;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638805;1000528761393;63866408047242;0,155;1,515;0,334;0,195;-0,440;0,106;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638806;1000528761398;63866408047242;0,155;1,515;0,334;0,195;-0,440;0,106;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638807;1000528761404;63866408047253;0,156;1,515;0,333;0,195;-0,439;0,105;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638808;1000528761409;63866408047253;0,156;1,515;0,333;0,195;-0,439;0,105;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638809;1000528761414;63866408047264;0,158;1,516;0,333;0,196;-0,438;0,104;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638810;1000528761419;63866408047264;0,158;1,516;0,333;0,196;-0,438;0,104;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638811;1000528761424;63866408047275;0,159;1,517;0,333;0,196;-0,437;0,102;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638812;1000528761430;63866408047275;0,159;1,517;0,333;0,196;-0,437;0,102;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638813;1000528761435;63866408047286;0,160;1,518;0,332;0,196;-0,437;0,101;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638814;1000528761440;63866408047286;0,160;1,518;0,332;0,196;-0,437;0,101;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638815;1000528761445;63866408047298;0,161;1,518;0,331;0,196;-0,436;0,100;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638816;1000528761450;63866408047298;0,161;1,518;0,331;0,196;-0,436;0,100;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638817;1000528761455;63866408047298;0,161;1,518;0,331;0,196;-0,436;0,100;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638818;1000528761461;63866408047308;0,162;1,519;0,331;0,197;-0,436;0,098;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638819;1000528761466;63866408047308;0,162;1,519;0,331;0,197;-0,436;0,098;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638820;1000528761471;63866408047319;0,163;1,519;0,330;0,197;-0,436;0,096;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638821;1000528761476;63866408047319;0,163;1,519;0,330;0,197;-0,436;0,096;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638822;1000528761481;63866408047331;0,164;1,520;0,330;0,198;-0,435;0,095;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638823;1000528761486;63866408047331;0,164;1,520;0,330;0,198;-0,435;0,095;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638824;1000528761491;63866408047341;0,165;1,520;0,329;0,198;-0,435;0,094;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638825;1000528761496;63866408047341;0,165;1,520;0,329;0,198;-0,435;0,094;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638826;1000528761501;63866408047353;0,166;1,521;0,329;0,198;-0,435;0,091;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638827;1000528761506;63866408047353;0,166;1,521;0,329;0,198;-0,435;0,091;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638828;1000528761510;63866408047365;0,167;1,522;0,329;0,197;-0,435;0,088;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638829;1000528761515;63866408047366;0,167;1,522;0,329;0,197;-0,435;0,088;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638830;1000528761520;63866408047366;0,167;1,522;0,329;0,197;-0,435;0,088;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638831;1000528761525;63866408047375;0,167;1,522;0,328;0,196;-0,435;0,086;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638832;1000528761530;63866408047375;0,167;1,522;0,328;0,196;-0,435;0,086;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638833;1000528761535;63866408047385;0,168;1,523;0,328;0,195;-0,436;0,084;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638834;1000528761540;63866408047385;0,168;1,523;0,328;0,195;-0,436;0,084;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638835;1000528761545;63866408047397;0,170;1,523;0,328;0,195;-0,436;0,082;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638836;1000528761550;63866408047397;0,170;1,523;0,328;0,195;-0,436;0,082;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638837;1000528761555;63866408047408;0,170;1,523;0,328;0,195;-0,436;0,080;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638838;1000528761560;63866408047408;0,170;1,523;0,328;0,195;-0,436;0,080;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638839;1000528761565;63866408047419;0,171;1,524;0,328;0,194;-0,436;0,079;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638840;1000528761570;63866408047419;0,171;1,524;0,328;0,194;-0,436;0,079;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638841;1000528761575;63866408047419;0,171;1,524;0,328;0,194;-0,436;0,079;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638842;1000528761580;63866408047430;0,172;1,524;0,328;0,193;-0,436;0,077;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638843;1000528761585;63866408047430;0,172;1,524;0,328;0,193;-0,436;0,077;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638844;1000528761589;63866408047441;0,173;1,524;0,327;0,193;-0,435;0,076;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638845;1000528761594;63866408047441;0,173;1,524;0,327;0,193;-0,435;0,076;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638846;1000528761599;63866408047452;0,174;1,524;0,327;0,193;-0,434;0,075;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638847;1000528761604;63866408047452;0,174;1,524;0,327;0,193;-0,434;0,075;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638848;1000528761609;63866408047463;0,175;1,524;0,327;0,193;-0,432;0,074;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638849;1000528761614;63866408047463;0,175;1,524;0,327;0,193;-0,432;0,074;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638850;1000528761619;63866408047475;0,176;1,524;0,327;0,194;-0,430;0,073;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638851;1000528761624;63866408047475;0,176;1,524;0,327;0,194;-0,430;0,073;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638852;1000528761629;63866408047475;0,176;1,524;0,327;0,194;-0,430;0,073;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638853;1000528761634;63866408047485;0,177;1,524;0,327;0,196;-0,428;0,073;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638854;1000528761639;63866408047485;0,177;1,524;0,327;0,196;-0,428;0,073;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638855;1000528761644;63866408047497;0,178;1,524;0,327;0,198;-0,425;0,072;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638856;1000528761649;63866408047497;0,178;1,524;0,327;0,198;-0,425;0,072;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638857;1000528761654;63866408047509;0,179;1,524;0,327;0,200;-0,423;0,071;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638858;1000528761659;63866408047509;0,179;1,524;0,327;0,200;-0,423;0,071;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638859;1000528761664;63866408047519;0,180;1,523;0,327;0,202;-0,420;0,071;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638860;1000528761669;63866408047519;0,180;1,523;0,327;0,202;-0,420;0,071;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638861;1000528761674;63866408047519;0,180;1,523;0,327;0,202;-0,420;0,071;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638862;1000528761679;63866408047530;0,181;1,523;0,327;0,204;-0,418;0,072;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638863;1000528761684;63866408047530;0,181;1,523;0,327;0,204;-0,418;0,072;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638864;1000528761689;63866408047541;0,182;1,523;0,326;0,205;-0,416;0,071;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638865;1000528761694;63866408047541;0,182;1,523;0,326;0,205;-0,416;0,071;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638866;1000528761699;63866408047552;0,182;1,523;0,326;0,205;-0,415;0,071;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638867;1000528761704;63866408047552;0,182;1,523;0,326;0,205;-0,415;0,071;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638868;1000528761709;63866408047563;0,183;1,523;0,326;0,205;-0,414;0,071;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638869;1000528761714;63866408047563;0,183;1,523;0,326;0,205;-0,414;0,071;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638870;1000528761719;63866408047575;0,184;1,523;0,326;0,205;-0,413;0,071;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638871;1000528761724;63866408047575;0,184;1,523;0,326;0,205;-0,413;0,071;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638872;1000528761729;63866408047575;0,184;1,523;0,326;0,205;-0,413;0,071;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638873;1000528761734;63866408047585;0,184;1,523;0,326;0,205;-0,412;0,073;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638874;1000528761739;63866408047585;0,184;1,523;0,326;0,205;-0,412;0,073;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638875;1000528761744;63866408047596;0,184;1,523;0,326;0,205;-0,411;0,074;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638876;1000528761749;63866408047597;0,184;1,523;0,326;0,205;-0,411;0,074;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638877;1000528761754;63866408047608;0,185;1,523;0,326;0,205;-0,409;0,074;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638878;1000528761759;63866408047608;0,185;1,523;0,326;0,205;-0,409;0,074;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638879;1000528761764;63866408047618;0,186;1,523;0,326;0,206;-0,408;0,075;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638880;1000528761769;63866408047618;0,186;1,523;0,326;0,206;-0,408;0,075;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638881;1000528761774;63866408047630;0,186;1,523;0,326;0,206;-0,406;0,075;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638882;1000528761779;63866408047630;0,186;1,523;0,326;0,206;-0,406;0,075;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638883;1000528761784;63866408047630;0,186;1,523;0,326;0,206;-0,406;0,075;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638884;1000528761789;63866408047641;0,186;1,522;0,326;0,207;-0,404;0,075;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638885;1000528761794;63866408047641;0,186;1,522;0,326;0,207;-0,404;0,075;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638886;1000528761799;63866408047652;0,187;1,522;0,326;0,208;-0,402;0,075;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638887;1000528761803;63866408047652;0,187;1,522;0,326;0,208;-0,402;0,075;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638888;1000528761808;63866408047663;0,187;1,522;0,326;0,208;-0,400;0,076;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638889;1000528761813;63866408047663;0,187;1,522;0,326;0,208;-0,400;0,076;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638890;1000528761818;63866408047675;0,187;1,522;0,326;0,209;-0,398;0,077;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638891;1000528761823;63866408047675;0,187;1,522;0,326;0,209;-0,398;0,077;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638892;1000528761828;63866408047675;0,187;1,522;0,326;0,209;-0,398;0,077;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638893;1000528761833;63866408047685;0,188;1,522;0,326;0,210;-0,396;0,078;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638894;1000528761838;63866408047685;0,188;1,522;0,326;0,210;-0,396;0,078;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638895;1000528761843;63866408047697;0,188;1,521;0,327;0,211;-0,393;0,080;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638896;1000528761848;63866408047697;0,188;1,521;0,327;0,211;-0,393;0,080;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638897;1000528761853;63866408047708;0,189;1,521;0,327;0,212;-0,391;0,080;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638898;1000528761858;63866408047708;0,189;1,521;0,327;0,212;-0,391;0,080;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638899;1000528761863;63866408047719;0,189;1,521;0,327;0,213;-0,389;0,081;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638900;1000528761868;63866408047719;0,189;1,521;0,327;0,213;-0,389;0,081;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638901;1000528761873;63866408047719;0,189;1,521;0,327;0,213;-0,389;0,081;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638902;1000528761878;63866408047731;0,190;1,520;0,327;0,214;-0,387;0,083;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638903;1000528761883;63866408047731;0,190;1,520;0,327;0,214;-0,387;0,083;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638904;1000528761888;63866408047741;0,190;1,519;0,327;0,215;-0,385;0,085;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638905;1000528761893;63866408047741;0,190;1,519;0,327;0,215;-0,385;0,085;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638906;1000528761898;63866408047752;0,190;1,519;0,327;0,217;-0,384;0,088;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638907;1000528761903;63866408047752;0,190;1,519;0,327;0,217;-0,384;0,088;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638908;1000528761908;63866408047763;0,191;1,518;0,327;0,218;-0,383;0,090;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638909;1000528761913;63866408047763;0,191;1,518;0,327;0,218;-0,383;0,090;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638910;1000528761918;63866408047775;0,191;1,518;0,327;0,220;-0,382;0,093;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638911;1000528761923;63866408047776;0,191;1,518;0,327;0,220;-0,382;0,093;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638912;1000528761928;63866408047776;0,191;1,518;0,327;0,220;-0,382;0,093;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638913;1000528761933;63866408047785;0,191;1,517;0,327;0,221;-0,380;0,095;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638914;1000528761938;63866408047785;0,191;1,517;0,327;0,221;-0,380;0,095;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
638915;1000528761943;63866408047797;0,191;1,517;0,327;0,223;-0,378;0,097;INVALID;;;;;;;;INVALID;;;;;;;;;;;INVALID;;;;;;;;;;;;;;;;;;;;
