Frame;TimeStamp;LogTime;HeadPositionX;HeadPositionY;HeadPositionZ;HeadDirectionX;HeadDirectionY;HeadDirectionZ;GazeStatus;CombinedGazeForwardX;CombinedGazeForwardY;CombinedGazeForwardZ;CombinedGazePositionX;CombinedGazePositionY;CombinedGazePositionZ;InterPupillaryDistanceInMM;LeftEyeStatus;LeftGazeDirectionX;LeftGazeDirectionY;LeftGazeDirectionZ;LeftEyePositionX;LeftEyePositionY;LeftEyePositionZ;LeftPupilIrisDiameterRatio;LeftPupilDiameterInMM;LeftIrisDiameterInMM;LeftEyeOpenness;RightEyeStatus;RightGazeDirectionX;RightGazeDirectionY;RightGazeDirectionZ;RightEyePositionX;RightEyePositionY;RightEyePositionZ;RightPupilIrisDiameterRatio;RightPupilDiameterInMM;RightIrisDiameterInMM;RightEyeOpenness;FocusDistance;FocusStability;Condition;Scene;Task;GazedObject;ClickedObject;QuizAnswer;ChatBot
679638;1000528965632;63866408251880;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,285;-0,246;0,927;0,000;0,000;0,000;62,450;VALID;-0,283;-0,246;0,927;-0,030;0,000;0,000;0,394;4,999;12,701;0,657;VALID;-0,286;-0,246;0,926;0,030;0,000;0,000;0,393;5,104;12,994;0,561;2;0;0;;1;Nothing tracked;;;0;
679639;1000528965637;63866408251880;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,261;-0,225;0,939;0,000;0,000;0,000;62,450;VALID;-0,260;-0,225;0,939;-0,030;0,000;0,000;0,393;4,993;12,701;0,654;VALID;-0,262;-0,225;0,939;0,030;0,000;0,000;0,391;5,086;12,994;0,558;2;0;0;;1;Nothing tracked;;;0;
679640;1000528965642;63866408251880;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,241;-0,210;0,948;0,000;0,000;0,000;62,450;VALID;-0,235;-0,210;0,949;-0,030;0,000;0,000;0,393;4,985;12,701;0,651;VALID;-0,246;-0,209;0,946;0,030;0,000;0,000;0,391;5,076;12,994;0,555;2;0;0;;1;Nothing tracked;;;0;
679641;1000528965647;63866408251880;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,231;-0,200;0,952;0,000;0,000;0,000;62,450;VALID;-0,223;-0,201;0,954;-0,030;0,000;0,000;0,392;4,979;12,701;0,649;VALID;-0,239;-0,200;0,950;0,030;0,000;0,000;0,389;5,053;12,994;0,553;2;0;0;;1;Nothing tracked;;;0;
679642;1000528965652;63866408251880;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,215;-0,188;0,958;0,000;0,000;0,000;62,450;VALID;-0,210;-0,189;0,959;-0,030;0,000;0,000;0,392;4,974;12,701;0,648;VALID;-0,221;-0,188;0,957;0,030;0,000;0,000;0,392;5,099;12,994;0,552;2;0;0;;1;Nothing tracked;;;0;
679643;1000528965657;63866408251880;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,206;-0,180;0,962;0,000;0,000;0,000;62,450;VALID;-0,201;-0,180;0,963;-0,030;0,000;0,000;0,391;4,971;12,701;0,647;VALID;-0,211;-0,180;0,961;0,030;0,000;0,000;0,395;5,135;12,994;0,554;2;0;0;;1;Nothing tracked;;;0;
679644;1000528965662;63866408251880;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,198;-0,174;0,965;0,000;0,000;0,000;62,450;VALID;-0,194;-0,174;0,965;-0,030;0,000;0,000;0,391;4,971;12,701;0,646;VALID;-0,202;-0,174;0,964;0,030;0,000;0,000;0,395;5,134;12,994;0,556;2;0;0;;1;Nothing tracked;;;0;
679645;1000528965667;63866408251880;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,193;-0,170;0,966;0,000;0,000;0,000;62,450;VALID;-0,189;-0,170;0,967;-0,030;0,000;0,000;0,391;4,970;12,701;0,646;VALID;-0,197;-0,169;0,966;0,030;0,000;0,000;0,398;5,165;12,994;0,560;2;0;0;;1;Nothing tracked;;;0;
679646;1000528965672;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,190;-0,167;0,968;0,000;0,000;0,000;62,450;VALID;-0,186;-0,167;0,968;-0,030;0,000;0,000;0,391;4,970;12,701;0,646;VALID;-0,194;-0,166;0,967;0,030;0,000;0,000;0,396;5,151;12,994;0,566;2;0;0;;1;Nothing tracked;;;0;
679647;1000528965677;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,188;-0,164;0,968;0,000;0,000;0,000;62,450;VALID;-0,185;-0,164;0,969;-0,030;0,000;0,000;0,391;4,970;12,701;0,645;VALID;-0,190;-0,164;0,968;0,030;0,000;0,000;0,395;5,137;12,994;0,573;2;0;0;;1;Nothing tracked;;;0;
679648;1000528965682;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,185;-0,163;0,969;0,000;0,000;0,000;62,450;VALID;-0,183;-0,163;0,970;-0,030;0,000;0,000;0,391;4,970;12,701;0,642;VALID;-0,187;-0,163;0,969;0,030;0,000;0,000;0,395;5,127;12,994;0,582;2;0;0;;1;Nothing tracked;;;0;
679649;1000528965687;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,183;-0,161;0,970;0,000;0,000;0,000;62,450;VALID;-0,181;-0,161;0,970;-0,030;0,000;0,000;0,391;4,970;12,701;0,639;VALID;-0,185;-0,161;0,969;0,030;0,000;0,000;0,394;5,122;12,994;0,592;2;0;0;;1;Nothing tracked;;;0;
679650;1000528965692;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,181;-0,160;0,970;0,000;0,000;0,000;62,450;VALID;-0,179;-0,160;0,971;-0,030;0,000;0,000;0,391;4,970;12,701;0,636;VALID;-0,183;-0,160;0,970;0,030;0,000;0,000;0,394;5,118;12,994;0,602;2;0;0;;1;Nothing tracked;;;0;
679651;1000528965697;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,179;-0,159;0,971;0,000;0,000;0,000;62,450;VALID;-0,177;-0,159;0,971;-0,030;0,000;0,000;0,391;4,972;12,701;0,633;VALID;-0,182;-0,159;0,970;0,030;0,000;0,000;0,396;5,146;12,994;0,612;2;0;0;;1;Nothing tracked;;;0;
679652;1000528965702;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,178;-0,159;0,971;0,000;0,000;0,000;62,450;VALID;-0,175;-0,159;0,972;-0,030;0,000;0,000;0,392;4,973;12,701;0,636;VALID;-0,181;-0,159;0,971;0,030;0,000;0,000;0,397;5,156;12,994;0,621;2;0;0;;1;Nothing tracked;;;0;
679653;1000528965707;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,177;-0,158;0,971;0,000;0,000;0,000;62,450;VALID;-0,174;-0,158;0,972;-0,030;0,000;0,000;0,392;4,974;12,701;0,638;VALID;-0,180;-0,158;0,971;0,030;0,000;0,000;0,395;5,133;12,994;0,630;2;0;0;;1;Nothing tracked;;;0;
679654;1000528965712;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,176;-0,157;0,972;0,000;0,000;0,000;62,450;VALID;-0,173;-0,157;0,972;-0,030;0,000;0,000;0,392;4,975;12,701;0,641;VALID;-0,179;-0,157;0,971;0,030;0,000;0,000;0,396;5,148;12,994;0,638;2;0;0;;1;Nothing tracked;;;0;
679655;1000528965717;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,175;-0,157;0,972;0,000;0,000;0,000;62,450;VALID;-0,172;-0,157;0,973;-0,030;0,000;0,000;0,392;4,976;12,701;0,645;VALID;-0,179;-0,156;0,971;0,030;0,000;0,000;0,397;5,157;12,994;0,644;2;0;0;;1;Nothing tracked;;;0;
679656;1000528965722;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,175;-0,154;0,972;0,000;0,000;0,000;62,450;VALID;-0,171;-0,155;0,973;-0,030;0,000;0,000;0,392;4,977;12,701;0,648;VALID;-0,180;-0,154;0,971;0,030;0,000;0,000;0,397;5,164;12,994;0,651;2;0;0;;1;Nothing tracked;;;0;
679657;1000528965727;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,176;-0,154;0,972;0,000;0,000;0,000;62,450;VALID;-0,170;-0,154;0,973;-0,030;0,000;0,000;0,392;4,978;12,701;0,652;VALID;-0,182;-0,154;0,971;0,030;0,000;0,000;0,398;5,170;12,994;0,656;2;0;0;;1;Nothing tracked;;;0;
679658;1000528965732;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,176;-0,152;0,973;0,000;0,000;0,000;62,450;VALID;-0,170;-0,152;0,974;-0,030;0,000;0,000;0,392;4,979;12,701;0,656;VALID;-0,183;-0,152;0,971;0,030;0,000;0,000;0,398;5,171;12,994;0,661;2;0;0;;1;Nothing tracked;;;0;
679659;1000528965737;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,176;-0,152;0,973;0,000;0,000;0,000;62,450;VALID;-0,170;-0,152;0,974;-0,030;0,000;0,000;0,392;4,980;12,701;0,659;VALID;-0,182;-0,151;0,972;0,030;0,000;0,000;0,396;5,140;12,994;0,665;2;0,02398363;0;;1;Nothing tracked;;;0;
679660;1000528965742;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,176;-0,150;0,973;0,000;0,000;0,000;62,450;VALID;-0,170;-0,150;0,974;-0,030;0,000;0,000;0,392;4,980;12,701;0,662;VALID;-0,183;-0,150;0,972;0,030;0,000;0,000;0,396;5,150;12,994;0,669;2;0,07349297;0;;1;Nothing tracked;;;0;
679661;1000528965747;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,176;-0,149;0,973;0,000;0,000;0,000;62,450;VALID;-0,170;-0,149;0,974;-0,030;0,000;0,000;0,392;4,981;12,701;0,664;VALID;-0,183;-0,148;0,972;0,030;0,000;0,000;0,397;5,158;12,994;0,673;2;0,4682782;0;;1;Nothing tracked;;;0;
679662;1000528965752;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,176;-0,147;0,973;0,000;0,000;0,000;62,450;VALID;-0,169;-0,147;0,975;-0,030;0,000;0,000;0,392;4,982;12,701;0,666;VALID;-0,183;-0,147;0,972;0,030;0,000;0,000;0,397;5,162;12,994;0,676;2;0,4134081;0;;1;Nothing tracked;;;0;
679663;1000528965757;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,176;-0,145;0,974;0,000;0,000;0,000;62,450;VALID;-0,168;-0,146;0,975;-0,030;0,000;0,000;0,392;4,983;12,701;0,668;VALID;-0,183;-0,145;0,972;0,030;0,000;0,000;0,397;5,165;12,994;0,679;2;0,4378234;0;;1;Nothing tracked;;;0;
679664;1000528965762;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,176;-0,145;0,974;0,000;0,000;0,000;62,450;VALID;-0,169;-0,145;0,975;-0,030;0,000;0,000;0,392;4,983;12,701;0,670;VALID;-0,183;-0,145;0,972;0,030;0,000;0,000;0,398;5,167;12,994;0,681;2;0,3760299;0;;1;Nothing tracked;;;0;
679665;1000528965767;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,175;-0,145;0,974;0,000;0,000;0,000;62,450;VALID;-0,168;-0,145;0,975;-0,030;0,000;0,000;0,393;4,986;12,701;0,671;VALID;-0,183;-0,145;0,972;0,030;0,000;0,000;0,396;5,147;12,994;0,684;2;0,3101878;0;;1;Nothing tracked;;;0;
679666;1000528965772;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,175;-0,144;0,974;0,000;0,000;0,000;62,450;VALID;-0,167;-0,145;0,975;-0,030;0,000;0,000;0,393;4,989;12,701;0,672;VALID;-0,183;-0,144;0,973;0,030;0,000;0,000;0,396;5,140;12,994;0,686;2;0,3231775;0;;1;Nothing tracked;;;0;
679667;1000528965777;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,174;-0,144;0,974;0,000;0,000;0,000;62,450;VALID;-0,166;-0,144;0,976;-0,030;0,000;0,000;0,393;4,991;12,701;0,673;VALID;-0,183;-0,143;0,973;0,030;0,000;0,000;0,397;5,157;12,994;0,688;2;0,3098819;0;;1;Nothing tracked;;;0;
679668;1000528965782;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,174;-0,143;0,974;0,000;0,000;0,000;62,450;VALID;-0,166;-0,144;0,976;-0,030;0,000;0,000;0,393;4,994;12,701;0,674;VALID;-0,182;-0,143;0,973;0,030;0,000;0,000;0,396;5,147;12,994;0,689;2;0,2678696;0;;1;Nothing tracked;;;0;
679669;1000528965787;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,173;-0,143;0,974;0,000;0,000;0,000;62,450;VALID;-0,166;-0,143;0,976;-0,030;0,000;0,000;0,393;4,996;12,701;0,675;VALID;-0,181;-0,143;0,973;0,030;0,000;0,000;0,397;5,156;12,994;0,691;2;0,2250118;0;;1;Nothing tracked;;;0;
679670;1000528965792;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,173;-0,143;0,975;0,000;0,000;0,000;62,450;VALID;-0,166;-0,143;0,976;-0,030;0,000;0,000;0,394;4,999;12,701;0,676;VALID;-0,180;-0,143;0,973;0,030;0,000;0,000;0,396;5,147;12,994;0,693;2;0,1747696;0;;1;Nothing tracked;;;0;
679671;1000528965797;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,173;-0,143;0,975;0,000;0,000;0,000;62,450;VALID;-0,166;-0,143;0,976;-0,030;0,000;0,000;0,394;5,001;12,701;0,677;VALID;-0,179;-0,143;0,973;0,030;0,000;0,000;0,397;5,163;12,994;0,694;2;0,1437621;0;;1;Nothing tracked;;;0;
679672;1000528965802;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,173;-0,143;0,975;0,000;0,000;0,000;62,450;VALID;-0,166;-0,143;0,976;-0,030;0,000;0,000;0,394;5,002;12,701;0,677;VALID;-0,179;-0,143;0,973;0,030;0,000;0,000;0,398;5,171;12,994;0,696;2;0,1430521;0;;1;Nothing tracked;;;0;
679673;1000528965807;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,173;-0,143;0,975;0,000;0,000;0,000;62,450;VALID;-0,166;-0,143;0,976;-0,030;0,000;0,000;0,394;5,003;12,701;0,678;VALID;-0,179;-0,143;0,973;0,030;0,000;0,000;0,398;5,178;12,994;0,697;2;0,1540865;0;;1;Nothing tracked;;;0;
679674;1000528965812;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,173;-0,143;0,975;0,000;0,000;0,000;62,450;VALID;-0,166;-0,143;0,976;-0,030;0,000;0,000;0,394;5,005;12,701;0,678;VALID;-0,179;-0,143;0,973;0,030;0,000;0,000;0,397;5,155;12,994;0,699;2;0,1380391;0;;1;Nothing tracked;;;0;
679675;1000528965817;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,173;-0,143;0,974;0,000;0,000;0,000;62,450;VALID;-0,167;-0,144;0,975;-0,030;0,000;0,000;0,394;5,007;12,701;0,679;VALID;-0,179;-0,143;0,973;0,030;0,000;0,000;0,397;5,156;12,994;0,700;2;0,2054558;0;;1;Nothing tracked;;;0;
679676;1000528965822;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,167;-0,143;0,976;0,000;0,000;0,000;62,450;VALID;-0,161;-0,143;0,977;-0,030;0,000;0,000;0,398;5,058;12,701;0,680;VALID;-0,172;-0,143;0,975;0,030;0,000;0,000;0,397;5,156;12,994;0,700;2;0;0;;1;Nothing tracked;;;0;
679677;1000528965827;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,147;-0,141;0,979;0,000;0,000;0,000;62,450;VALID;-0,141;-0,141;0,980;-0,030;0,000;0,000;0,398;5,052;12,701;0,682;VALID;-0,154;-0,141;0,978;0,030;0,000;0,000;0,403;5,234;12,994;0,703;2;0;0;;1;Nothing tracked;;;0;
679678;1000528965832;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,117;-0,135;0,984;0,000;0,000;0,000;62,450;VALID;-0,111;-0,135;0,985;-0,030;0,000;0,000;0,396;5,028;12,701;0,685;VALID;-0,124;-0,135;0,983;0,030;0,000;0,000;0,406;5,281;12,994;0,706;2;0;0;;1;Nothing tracked;;;0;
679679;1000528965837;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,083;-0,127;0,988;0,000;0,000;0,000;62,450;VALID;-0,076;-0,127;0,989;-0,030;0,000;0,000;0,396;5,028;12,701;0,688;VALID;-0,091;-0,127;0,988;0,030;0,000;0,000;0,402;5,226;12,994;0,710;2;0;0;;1;Nothing tracked;;;0;
679680;1000528965842;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,051;-0,119;0,992;0,000;0,000;0,000;62,450;VALID;-0,041;-0,119;0,992;-0,030;0,000;0,000;0,394;5,007;12,701;0,691;VALID;-0,061;-0,118;0,991;0,030;0,000;0,000;0,402;5,227;12,994;0,707;2;0;0;;1;Nothing tracked;;;0;
679681;1000528965847;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,026;-0,111;0,994;0,000;0,000;0,000;62,450;VALID;-0,007;-0,111;0,994;-0,030;0,000;0,000;0,394;5,008;12,701;0,701;VALID;-0,045;-0,111;0,993;0,030;0,000;0,000;0,404;5,247;12,994;0,705;2;0;0;;1;Nothing tracked;;;0;
679682;1000528965852;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;-0,011;-0,105;0,994;0,000;0,000;0,000;62,450;VALID;0,014;-0,105;0,994;-0,030;0,000;0,000;0,394;5,003;12,701;0,711;VALID;-0,035;-0,105;0,994;0,030;0,000;0,000;0,406;5,272;12,994;0,702;2;0;0;;1;Nothing tracked;;;0;
679683;1000528965857;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;0,004;-0,101;0,995;0,000;0,000;0,000;62,450;VALID;0,031;-0,101;0,994;-0,030;0,000;0,000;0,394;5,002;12,701;0,720;VALID;-0,023;-0,101;0,995;0,030;0,000;0,000;0,407;5,285;12,994;0,700;1,105903;0;0;;1;Nothing tracked;;;0;
679684;1000528965862;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;0,012;-0,098;0,995;0,000;0,000;0,000;62,450;VALID;0,039;-0,098;0,994;-0,030;0,000;0,000;0,394;5,003;12,701;0,729;VALID;-0,015;-0,098;0,995;0,030;0,000;0,000;0,407;5,293;12,994;0,698;1,122282;0;0;;1;Nothing tracked;;;0;
679685;1000528965867;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;0,016;-0,096;0,995;0,000;0,000;0,000;62,450;VALID;0,043;-0,096;0,994;-0,030;0,000;0,000;0,394;5,002;12,701;0,737;VALID;-0,012;-0,096;0,995;0,030;0,000;0,000;0,408;5,297;12,994;0,697;1,100312;0;0;;1;Nothing tracked;;;0;
679686;1000528965872;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;0,020;-0,094;0,995;0,000;0,000;0,000;62,450;VALID;0,046;-0,093;0,995;-0,030;0,000;0,000;0,394;5,004;12,701;0,744;VALID;-0,006;-0,094;0,996;0,030;0,000;0,000;0,408;5,299;12,994;0,696;2;0;0;;1;Nothing tracked;;;0;
679687;1000528965877;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;0,024;-0,092;0,995;0,000;0,000;0,000;62,450;VALID;0,049;-0,092;0,995;-0,030;0,000;0,000;0,394;5,007;12,701;0,750;VALID;-0,002;-0,092;0,996;0,030;0,000;0,000;0,408;5,301;12,994;0,695;2;0;0;;1;Nothing tracked;;;0;
679688;1000528965882;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;0,028;-0,090;0,996;0,000;0,000;0,000;62,450;VALID;0,052;-0,090;0,995;-0,030;0,000;0,000;0,395;5,012;12,701;0,756;VALID;0,002;-0,090;0,996;0,030;0,000;0,000;0,408;5,302;12,994;0,695;2;0;0;;1;Nothing tracked;;;0;
679689;1000528965887;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;0,029;-0,089;0,996;0,000;0,000;0,000;62,450;VALID;0,055;-0,089;0,995;-0,030;0,000;0,000;0,395;5,014;12,701;0,759;VALID;0,003;-0,089;0,996;0,030;0,000;0,000;0,408;5,304;12,994;0,695;2;0;0;;1;Nothing tracked;;;0;
679690;1000528965892;63866408251881;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;0,031;-0,088;0,996;0,000;0,000;0,000;62,450;VALID;0,056;-0,088;0,995;-0,030;0,000;0,000;0,395;5,015;12,701;0,763;VALID;0,006;-0,088;0,996;0,030;0,000;0,000;0,408;5,304;12,994;0,696;2;0;0;;1;Nothing tracked;;;0;
679691;1000528965897;63866408251882;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;0,033;-0,088;0,996;0,000;0,000;0,000;62,450;VALID;0,058;-0,087;0,994;-0,030;0,000;0,000;0,395;5,019;12,701;0,765;VALID;0,008;-0,088;0,996;0,030;0,000;0,000;0,408;5,305;12,994;0,696;2;0;0;;1;Nothing tracked;;;0;
679692;1000528965902;63866408251882;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;0,035;-0,087;0,996;0,000;0,000;0,000;62,450;VALID;0,059;-0,087;0,994;-0,030;0,000;0,000;0,395;5,020;12,701;0,767;VALID;0,011;-0,087;0,996;0,030;0,000;0,000;0,408;5,306;12,994;0,696;2;0;0;;1;Nothing tracked;;;0;
679693;1000528965907;63866408251882;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;0,037;-0,086;0,996;0,000;0,000;0,000;62,450;VALID;0,060;-0,086;0,994;-0,030;0,000;0,000;0,396;5,024;12,701;0,769;VALID;0,013;-0,086;0,996;0,030;0,000;0,000;0,408;5,307;12,994;0,696;2;0;0;;1;Nothing tracked;;;0;
679694;1000528965912;63866408251882;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;0,038;-0,086;0,996;0,000;0,000;0,000;62,450;VALID;0,062;-0,086;0,994;-0,030;0,000;0,000;0,396;5,027;12,701;0,771;VALID;0,014;-0,086;0,996;0,030;0,000;0,000;0,408;5,307;12,994;0,697;2;0;0;;1;Nothing tracked;;;0;
679695;1000528965917;63866408251882;0,129;1,623;0,450;0,025;-0,124;0,034;VALID;0,038;-0,085;0,996;0,000;0,000;0,000;62,450;VALID;0,062;-0,085;0,994;-0,030;0,000;0,000;0,396;5,027;12,701;0,772;VALID;0,014;-0,085;0,996;0,030;0,000;0,000;0,408;5,307;12,994;0,698;2;0;0;;1;Nothing tracked;;;0;
